date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2022-02-28,317.3500061035156,322.0,315.19000244140625,321.45001220703125,321.45001220703125,7981000,7981000,4.100006103515625,1.2919508506888933,319.5466715494792,Daily,0.0
2022-03-01,320.260009765625,321.20001220703125,313.5899963378906,316.8399963378906,316.8399963378906,6441400,6441400,-3.420013427734375,-1.0678865057917266,318.50305705849536,Daily,-0.0143413149605715
2022-03-02,319.4800109863281,325.75,318.1199951171875,323.6400146484375,323.6400146484375,4506100,4506100,4.160003662109375,1.3021170398943671,319.45535964931565,Daily,0.0068128864776517
2022-03-03,326.6300048828125,329.4700012207031,323.8900146484375,327.739990234375,327.739990234375,4594300,4594300,1.1099853515625,0.3398295732079904,320.93543403857245,Daily,0.0195675152853709
2022-03-04,322.6600036621094,325.6099853515625,320.1199951171875,325.3399963378906,325.3399963378906,4901900,4901900,2.67999267578125,0.8305933940878979,321.4104634668213,Daily,0.0121013656342747
2022-03-07,325.67999267578125,326.44000244140625,320.3500061035156,322.7200012207031,322.7200012207031,5875800,5875800,-2.959991455078125,-0.908864996820617,321.71187901145197,Daily,0.0039508133938221
2022-03-08,325.29998779296875,327.2900085449219,318.0299987792969,318.5199890136719,318.5199890136719,7905000,7905000,-6.779998779296875,-2.0842296445494743,321.6309887664558,Daily,-0.0091150196985286
2022-03-09,326.5899963378906,327.4700012207031,322.5799865722656,325.3999938964844,325.3999938964844,5874500,5874500,-1.19000244140625,-0.3643719816130165,322.06094707835996,Daily,0.0122880122552588
2022-03-10,322.489990234375,325.70001220703125,321.5799865722656,325.29998779296875,325.29998779296875,3843600,3843600,2.80999755859375,0.8713441172395885,322.21879481245395,Daily,0.0119769029078709
2022-03-11,326.5299987792969,331.489990234375,326.2300109863281,326.6000061035156,326.6000061035156,5135700,5135700,0.07000732421875,0.0214397833217364,322.7487409565534,Daily,0.0160211345494287
2022-03-14,328.6499938964844,333.4800109863281,327.6499938964844,329.9800109863281,329.9800109863281,5967200,5967200,1.33001708984375,0.4046910435247622,323.47030424388225,Daily,0.0265360039053383
2022-03-15,332.70001220703125,334.5799865722656,329.3800048828125,332.54998779296875,332.54998779296875,6928300,6928300,-0.1500244140625,-0.0450929992660004,324.33191851741117,Daily,0.034530954003475
2022-03-16,335.1099853515625,337.3399963378906,331.7099914550781,336.1099853515625,336.1099853515625,5925800,5925800,1.0,0.2984094905291777,325.1691932209517,Daily,0.0456057632223372
2022-03-17,337.0,345.1300048828125,336.20001220703125,344.9700012207031,344.9700012207031,7219800,7219800,7.970001220703125,2.3649855254311944,326.6401498330683,Daily,0.0731684184803318
2022-03-18,344.1199951171875,346.8699951171875,339.2699890136719,342.4100036621094,342.4100036621094,8881500,8881500,-1.709991455078125,-0.4969172031098628,328.2053245915663,Daily,0.0652045128608636
2022-03-21,344.989990234375,351.2099914550781,344.29998779296875,349.6600036621094,349.6600036621094,6298300,6298300,4.670013427734375,1.3536663555257704,329.49886189863275,Daily,0.0877585639564677
2022-03-22,351.010009765625,354.95001220703125,348.8999938964844,349.92999267578125,349.92999267578125,5772700,5772700,-1.08001708984375,-0.3076884019817254,330.7061374245321,Daily,0.0885984737508964
2022-03-23,349.1300048828125,350.7900085449219,346.25,348.1600036621094,348.1600036621094,5642400,5642400,-0.970001220703125,-0.2778338175284336,331.61625730345855,Daily,0.0830922085573773
2022-03-24,351.5,352.57000732421875,349.1300048828125,352.3699951171875,352.3699951171875,3946300,3946300,0.8699951171875,0.2475092794274537,332.30175968202894,Daily,0.0961890861283965
2022-03-25,353.8999938964844,359.010009765625,353.6000061035156,358.760009765625,358.760009765625,4583000,4583000,4.860015869140625,1.3732737928676475,333.26397322477135,Daily,0.1160678056983992
2022-03-28,360.5899963378906,361.3800048828125,355.5299987792969,359.57000732421875,359.57000732421875,4172900,4172900,-1.019989013671875,-0.2828666973656404,334.1354826816255,Daily,0.1185876300189285
2022-03-29,361.3900146484375,362.1000061035156,352.54998779296875,355.1199951171875,355.1199951171875,5004800,5004800,-6.27001953125,-1.7349730975133653,335.01757311442674,Daily,0.1047440710267291
2022-03-30,354.6600036621094,357.8500061035156,351.8399963378906,357.6099853515625,357.6099853515625,3911200,3911200,2.949981689453125,0.831777380869714,335.6355890746045,Daily,0.1124901906093014
2022-03-31,359.0,360.0,352.32000732421875,352.9100036621094,352.9100036621094,6065400,6065400,-6.089996337890625,-1.6963778099973883,336.4939300151642,Daily,0.0978690006544973
2022-04-01,353.6499938964844,354.5799865722656,349.0199890136719,351.8800048828125,351.8800048828125,4123800,4123800,-1.769989013671875,-0.5004917416144399,336.9407703408669,Daily,0.0946647737446115
2022-04-04,352.0,352.239990234375,344.30999755859375,345.42999267578125,345.42999267578125,5090000,5090000,-6.57000732421875,-1.8664793534712356,337.30138979299716,Daily,0.0745994075536249
2022-04-05,345.7699890136719,349.44000244140625,344.2799987792969,344.79998779296875,344.79998779296875,4244700,4244700,-0.970001220703125,-0.2805336644369013,337.55105415476095,Daily,0.0726395230960477
2022-04-06,341.1700134277344,346.9700012207031,340.54998779296875,344.7099914550781,344.7099914550781,4547400,4547400,3.53997802734375,1.037599404407673,337.7420286949423,Daily,0.0723595531645715
2022-04-07,346.2200012207031,347.6700134277344,342.3999938964844,346.510009765625,346.510009765625,3815700,3815700,0.290008544921875,0.0837642377388257,337.92861017455624,Daily,0.0779592366058263
2022-04-08,348.92999267578125,353.8500061035156,347.7300109863281,353.1000061035156,353.1000061035156,4490500,4490500,4.170013427734375,1.195085981504911,338.30255737218926,Daily,0.0984600799333617
2022-04-11,352.9800109863281,354.3299865722656,349.3399963378906,352.0199890136719,352.0199890136719,3128900,3128900,-0.96002197265625,-0.2719762997269084,338.55753042569773,Daily,0.09510025088116
2022-04-12,352.260009765625,354.0,348.3900146484375,349.739990234375,349.739990234375,3548800,3548800,-2.52001953125,-0.7153862094441792,338.81066782594394,Daily,0.0880073944720321
2022-04-13,349.4599914550781,350.7200012207031,345.25,346.2200012207031,346.2200012207031,3434200,3434200,-3.239990234375,-0.9271419657753552,338.9803200009857,Daily,0.077057047979574
2022-04-14,346.1600036621094,347.55999755859375,344.1400146484375,344.3299865722656,344.3299865722656,3283500,3283500,-1.83001708984375,-0.5286621997005899,339.0983016920738,Daily,0.071177394606843
2022-04-18,344.45001220703125,347.19000244140625,343.5899963378906,346.6499938964844,346.6499938964844,2517100,2517100,2.199981689453125,0.6386940373022337,339.192364500792,Daily,0.0783947137423748
2022-04-19,347.0,349.1300048828125,345.8500061035156,348.5,348.5,3392000,3392000,1.5,0.4322766570605187,339.3524097771432,Daily,0.0841499043887019
2022-04-20,350.0,350.5899963378906,347.70001220703125,348.82000732421875,348.82000732421875,3711200,3711200,-1.17999267578125,-0.3371407645089285,339.5449054604774,Daily,0.0851454163254463
2022-04-21,350.8599853515625,350.8599853515625,342.9599914550781,343.6000061035156,343.6000061035156,4032100,4032100,-7.259979248046875,-2.069195562660803,339.67727509051684,Daily,0.0689064957391216
2022-04-22,342.94000244140625,343.2099914550781,335.1099853515625,335.55999755859375,335.55999755859375,4966500,4966500,-7.3800048828125,-2.151981346671106,339.6336948237821,Daily,0.0438948042175679
2022-04-25,332.29998779296875,337.8500061035156,328.5299987792969,336.95001220703125,336.95001220703125,5695100,5695100,4.6500244140625,1.399345346037022,339.48692453295115,Daily,0.0482190057906022
2022-04-26,333.5299987792969,337.3900146484375,330.3599853515625,330.6499938964844,330.6499938964844,4588900,4588900,-2.8800048828125,-0.8634920077213966,339.33795739084525,Daily,0.0286202561520758
2022-04-27,330.6000061035156,333.1400146484375,328.42999267578125,329.5799865722656,329.5799865722656,3726700,3726700,-1.02001953125,-0.3085358476764871,339.1788316920091,Daily,0.025291566515786
